"","año","mes","fecha","ciudad","temperatura"
"1585",2004,"AUG","2004-8-1","bucaramanga",22.3
"1586",2005,"AUG","2005-8-1","bucaramanga",21.9
"1587",2006,"AUG","2006-8-1","bucaramanga",22.2
"1588",2007,"AUG","2007-8-1","bucaramanga",21.2
"1589",2008,"AUG","2008-8-1","bucaramanga",21.1
"1590",2009,"AUG","2009-8-1","bucaramanga",22.1
"1591",2010,"AUG","2010-8-1","bucaramanga",21.4
"1592",2011,"AUG","2011-8-1","bucaramanga",21.8
"1593",2012,"AUG","2012-8-1","bucaramanga",NA
"1594",2013,"AUG","2013-8-1","bucaramanga",21.7
"1595",2014,"AUG","2014-8-1","bucaramanga",21.8
"1596",2015,"AUG","2015-8-1","bucaramanga",NA
"1597",1977,"SEP","1977-9-1","bucaramanga",21.3
"1598",1978,"SEP","1978-9-1","bucaramanga",21
"1599",1979,"SEP","1979-9-1","bucaramanga",21.1
"1600",1980,"SEP","1980-9-1","bucaramanga",21.7
"1601",1981,"SEP","1981-9-1","bucaramanga",21.5
"1602",1982,"SEP","1982-9-1","bucaramanga",21.5
"1603",1983,"SEP","1983-9-1","bucaramanga",21.6
"1604",1984,"SEP","1984-9-1","bucaramanga",20.5
"1605",1985,"SEP","1985-9-1","bucaramanga",21.1
"1606",1986,"SEP","1986-9-1","bucaramanga",21.6
"1607",1987,"SEP","1987-9-1","bucaramanga",21.7
"1608",1988,"SEP","1988-9-1","bucaramanga",20.9
"1609",1989,"SEP","1989-9-1","bucaramanga",21.1
"1610",1990,"SEP","1990-9-1","bucaramanga",21.7
"1611",1991,"SEP","1991-9-1","bucaramanga",21.8
"1612",1992,"SEP","1992-9-1","bucaramanga",21.6
"1613",1993,"SEP","1993-9-1","bucaramanga",21.3
"1614",1994,"SEP","1994-9-1","bucaramanga",21.4
"1615",1995,"SEP","1995-9-1","bucaramanga",21.9
"1616",1996,"SEP","1996-9-1","bucaramanga",21.4
"1617",1997,"SEP","1997-9-1","bucaramanga",22.2
"1618",1998,"SEP","1998-9-1","bucaramanga",21.6
"1619",1999,"SEP","1999-9-1","bucaramanga",20.6
"1620",2000,"SEP","2000-9-1","bucaramanga",20.8
"1621",2001,"SEP","2001-9-1","bucaramanga",NA
"1622",2002,"SEP","2002-9-1","bucaramanga",22
"1623",2003,"SEP","2003-9-1","bucaramanga",21.6
"1624",2004,"SEP","2004-9-1","bucaramanga",21.5
"1625",2005,"SEP","2005-9-1","bucaramanga",NA
"1626",2006,"SEP","2006-9-1","bucaramanga",22
"1627",2007,"SEP","2007-9-1","bucaramanga",21.7
"1628",2008,"SEP","2008-9-1","bucaramanga",21.7
"1629",2009,"SEP","2009-9-1","bucaramanga",22.9
"1630",2010,"SEP","2010-9-1","bucaramanga",NA
"1631",2011,"SEP","2011-9-1","bucaramanga",21.5
"1632",2012,"SEP","2012-9-1","bucaramanga",22.1
"1633",2013,"SEP","2013-9-1","bucaramanga",21.8
"1634",2014,"SEP","2014-9-1","bucaramanga",21.9
"1635",2015,"SEP","2015-9-1","bucaramanga",NA
"1636",1977,"OCT","1977-10-1","bucaramanga",21.1
"1637",1978,"OCT","1978-10-1","bucaramanga",20.7
"1638",1979,"OCT","1979-10-1","bucaramanga",21
"1639",1980,"OCT","1980-10-1","bucaramanga",21.1
"1640",1981,"OCT","1981-10-1","bucaramanga",20.8
"1641",1982,"OCT","1982-10-1","bucaramanga",20.8
"1642",1983,"OCT","1983-10-1","bucaramanga",21
"1643",1984,"OCT","1984-10-1","bucaramanga",20.6
"1644",1985,"OCT","1985-10-1","bucaramanga",20.7
"1645",1986,"OCT","1986-10-1","bucaramanga",19.3
"1646",1987,"OCT","1987-10-1","bucaramanga",20.8
"1647",1988,"OCT","1988-10-1","bucaramanga",20.7
"1648",1989,"OCT","1989-10-1","bucaramanga",21
"1649",1990,"OCT","1990-10-1","bucaramanga",20.9
"1650",1991,"OCT","1991-10-1","bucaramanga",21
"1651",1992,"OCT","1992-10-1","bucaramanga",22.2
"1652",1993,"OCT","1993-10-1","bucaramanga",21.7
"1653",1994,"OCT","1994-10-1","bucaramanga",21.3
"1654",1995,"OCT","1995-10-1","bucaramanga",21
"1655",1996,"OCT","1996-10-1","bucaramanga",20.9
"1656",1997,"OCT","1997-10-1","bucaramanga",22.2
"1657",1998,"OCT","1998-10-1","bucaramanga",NA
"1658",1999,"OCT","1999-10-1","bucaramanga",20.7
"1659",2000,"OCT","2000-10-1","bucaramanga",21.3
"1660",2001,"OCT","2001-10-1","bucaramanga",NA
"1661",2002,"OCT","2002-10-1","bucaramanga",21.8
"1662",2003,"OCT","2003-10-1","bucaramanga",21.2
"1663",2004,"OCT","2004-10-1","bucaramanga",NA
"1664",2005,"OCT","2005-10-1","bucaramanga",21.1
"1665",2006,"OCT","2006-10-1","bucaramanga",21.6
"1666",2007,"OCT","2007-10-1","bucaramanga",20.7
"1667",2008,"OCT","2008-10-1","bucaramanga",21.2
"1668",2009,"OCT","2009-10-1","bucaramanga",21.8
"1669",2010,"OCT","2010-10-1","bucaramanga",21
"1670",2011,"OCT","2011-10-1","bucaramanga",20.5
"1671",2012,"OCT","2012-10-1","bucaramanga",21.3
"1672",2013,"OCT","2013-10-1","bucaramanga",21.4
"1673",2014,"OCT","2014-10-1","bucaramanga",21.3
"1674",2015,"OCT","2015-10-1","bucaramanga",NA
"1675",1977,"NOV","1977-11-1","bucaramanga",20.8
"1676",1978,"NOV","1978-11-1","bucaramanga",21.1
"1677",1979,"NOV","1979-11-1","bucaramanga",20.6
"1678",1980,"NOV","1980-11-1","bucaramanga",20.8
"1679",1981,"NOV","1981-11-1","bucaramanga",21
"1680",1982,"NOV","1982-11-1","bucaramanga",21.1
"1681",1983,"NOV","1983-11-1","bucaramanga",21.4
"1682",1984,"NOV","1984-11-1","bucaramanga",20.1
"1683",1985,"NOV","1985-11-1","bucaramanga",20.5
"1684",1986,"NOV","1986-11-1","bucaramanga",20.7
"1685",1987,"NOV","1987-11-1","bucaramanga",21.5
"1686",1988,"NOV","1988-11-1","bucaramanga",20.5
"1687",1989,"NOV","1989-11-1","bucaramanga",21.2
"1688",1990,"NOV","1990-11-1","bucaramanga",21.2
"1689",1991,"NOV","1991-11-1","bucaramanga",20.8
"1690",1992,"NOV","1992-11-1","bucaramanga",21.2
"1691",1993,"NOV","1993-11-1","bucaramanga",NA
"1692",1994,"NOV","1994-11-1","bucaramanga",21
"1693",1995,"NOV","1995-11-1","bucaramanga",20.5
"1694",1996,"NOV","1996-11-1","bucaramanga",21
"1695",1997,"NOV","1997-11-1","bucaramanga",21.7
"1696",1998,"NOV","1998-11-1","bucaramanga",21
"1697",1999,"NOV","1999-11-1","bucaramanga",20.6
"1698",2000,"NOV","2000-11-1","bucaramanga",20.8
"1699",2001,"NOV","2001-11-1","bucaramanga",NA
"1700",2002,"NOV","2002-11-1","bucaramanga",21.7
"1701",2003,"NOV","2003-11-1","bucaramanga",21.6
"1702",2004,"NOV","2004-11-1","bucaramanga",21.1
"1703",2005,"NOV","2005-11-1","bucaramanga",20.8
"1704",2006,"NOV","2006-11-1","bucaramanga",21.3
"1705",2007,"NOV","2007-11-1","bucaramanga",21.3
"1706",2008,"NOV","2008-11-1","bucaramanga",20.7
"1707",2009,"NOV","2009-11-1","bucaramanga",NA
"1708",2010,"NOV","2010-11-1","bucaramanga",20.2
"1709",2011,"NOV","2011-11-1","bucaramanga",20.6
"1710",2012,"NOV","2012-11-1","bucaramanga",21.6
"1711",2013,"NOV","2013-11-1","bucaramanga",21
"1712",2014,"NOV","2014-11-1","bucaramanga",21.2
"1713",2015,"NOV","2015-11-1","bucaramanga",NA
"1714",1977,"DEC","1977-12-1","bucaramanga",21.4
"1715",1978,"DEC","1978-12-1","bucaramanga",20.7
"1716",1979,"DEC","1979-12-1","bucaramanga",20.8
"1717",1980,"DEC","1980-12-1","bucaramanga",20.8
"1718",1981,"DEC","1981-12-1","bucaramanga",21.3
"1719",1982,"DEC","1982-12-1","bucaramanga",21.4
"1720",1983,"DEC","1983-12-1","bucaramanga",20.8
"1721",1984,"DEC","1984-12-1","bucaramanga",21
"1722",1985,"DEC","1985-12-1","bucaramanga",20.8
"1723",1986,"DEC","1986-12-1","bucaramanga",20.7
"1724",1987,"DEC","1987-12-1","bucaramanga",21
"1725",1988,"DEC","1988-12-1","bucaramanga",19.5
"1726",1989,"DEC","1989-12-1","bucaramanga",20.7
"1727",1990,"DEC","1990-12-1","bucaramanga",21
"1728",1991,"DEC","1991-12-1","bucaramanga",21.8
"1729",1992,"DEC","1992-12-1","bucaramanga",22
"1730",1993,"DEC","1993-12-1","bucaramanga",21.3
"1731",1994,"DEC","1994-12-1","bucaramanga",22.1
"1732",1995,"DEC","1995-12-1","bucaramanga",21.8
"1733",1996,"DEC","1996-12-1","bucaramanga",21.5
"1734",1997,"DEC","1997-12-1","bucaramanga",22.5
"1735",1998,"DEC","1998-12-1","bucaramanga",20.2
"1736",1999,"DEC","1999-12-1","bucaramanga",20.4
"1737",2000,"DEC","2000-12-1","bucaramanga",21.2
"1738",2001,"DEC","2001-12-1","bucaramanga",NA
"1739",2002,"DEC","2002-12-1","bucaramanga",22.1
"1740",2003,"DEC","2003-12-1","bucaramanga",21.3
"1741",2004,"DEC","2004-12-1","bucaramanga",21.3
"1742",2005,"DEC","2005-12-1","bucaramanga",20.9
"1743",2006,"DEC","2006-12-1","bucaramanga",21.4
"1744",2007,"DEC","2007-12-1","bucaramanga",20.9
"1745",2008,"DEC","2008-12-1","bucaramanga",20.8
"1746",2009,"DEC","2009-12-1","bucaramanga",22
"1747",2010,"DEC","2010-12-1","bucaramanga",20.2
"1748",2011,"DEC","2011-12-1","bucaramanga",20.7
"1749",2012,"DEC","2012-12-1","bucaramanga",21.3
"1750",2013,"DEC","2013-12-1","bucaramanga",21.2
"1751",2014,"DEC","2014-12-1","bucaramanga",21.5
"1752",2015,"DEC","2015-12-1","bucaramanga",NA
"1753",1966,"JAN","1966-1-1","quilla",NA
"1754",1967,"JAN","1967-1-1","quilla",26.1
"1755",1968,"JAN","1968-1-1","quilla",25.7
"1756",1969,"JAN","1969-1-1","quilla",26.5
"1757",1970,"JAN","1970-1-1","quilla",27.1
"1758",1971,"JAN","1971-1-1","quilla",26.3
"1759",1972,"JAN","1972-1-1","quilla",NA
"1760",1973,"JAN","1973-1-1","quilla",NA
"1761",1974,"JAN","1974-1-1","quilla",NA
"1762",1975,"JAN","1975-1-1","quilla",NA
"1763",1976,"JAN","1976-1-1","quilla",25.8
"1764",1977,"JAN","1977-1-1","quilla",26.7
"1765",1978,"JAN","1978-1-1","quilla",26.7
"1766",1979,"JAN","1979-1-1","quilla",26.6
"1767",1980,"JAN","1980-1-1","quilla",27.5
"1768",1981,"JAN","1981-1-1","quilla",27.5
"1769",1982,"JAN","1982-1-1","quilla",26.8
"1770",1983,"JAN","1983-1-1","quilla",27.2
"1771",1984,"JAN","1984-1-1","quilla",26.9
"1772",1985,"JAN","1985-1-1","quilla",25.7
"1773",1986,"JAN","1986-1-1","quilla",26.4
"1774",1987,"JAN","1987-1-1","quilla",26.9
"1775",1988,"JAN","1988-1-1","quilla",26.5
"1776",1989,"JAN","1989-1-1","quilla",26.2
"1777",1990,"JAN","1990-1-1","quilla",26.7
"1778",1991,"JAN","1991-1-1","quilla",26.5
"1779",1992,"JAN","1992-1-1","quilla",26.8
"1780",1993,"JAN","1993-1-1","quilla",27.6
"1781",1994,"JAN","1994-1-1","quilla",26.7
"1782",1995,"JAN","1995-1-1","quilla",27.5
"1783",1996,"JAN","1996-1-1","quilla",27.4
"1784",1997,"JAN","1997-1-1","quilla",27
"1785",1998,"JAN","1998-1-1","quilla",27.7
"1786",1999,"JAN","1999-1-1","quilla",26.9
"1787",2000,"JAN","2000-1-1","quilla",26.4
"1788",2001,"JAN","2001-1-1","quilla",26.7
"1789",2002,"JAN","2002-1-1","quilla",28.4
"1790",2003,"JAN","2003-1-1","quilla",28.4
"1791",2004,"JAN","2004-1-1","quilla",27.2
"1792",2005,"JAN","2005-1-1","quilla",NA
"1793",2006,"JAN","2006-1-1","quilla",27.6
"1794",2007,"JAN","2007-1-1","quilla",26.4
"1795",2008,"JAN","2008-1-1","quilla",26.9
"1796",2009,"JAN","2009-1-1","quilla",27.2
"1797",2010,"JAN","2010-1-1","quilla",27.7
"1798",2011,"JAN","2011-1-1","quilla",27.2
"1799",2012,"JAN","2012-1-1","quilla",26.7
"1800",2013,"JAN","2013-1-1","quilla",26.9
"1801",2014,"JAN","2014-1-1","quilla",27.2
"1802",2015,"JAN","2015-1-1","quilla",27
"1803",1966,"FEB","1966-2-1","quilla",NA
"1804",1967,"FEB","1967-2-1","quilla",26.2
"1805",1968,"FEB","1968-2-1","quilla",26.5
"1806",1969,"FEB","1969-2-1","quilla",26.4
"1807",1970,"FEB","1970-2-1","quilla",26.9
"1808",1971,"FEB","1971-2-1","quilla",26.2
"1809",1972,"FEB","1972-2-1","quilla",NA
"1810",1973,"FEB","1973-2-1","quilla",NA
"1811",1974,"FEB","1974-2-1","quilla",NA
"1812",1975,"FEB","1975-2-1","quilla",NA
"1813",1976,"FEB","1976-2-1","quilla",26
"1814",1977,"FEB","1977-2-1","quilla",26.7
"1815",1978,"FEB","1978-2-1","quilla",27.3
"1816",1979,"FEB","1979-2-1","quilla",27.4
"1817",1980,"FEB","1980-2-1","quilla",27.1
"1818",1981,"FEB","1981-2-1","quilla",27.4
"1819",1982,"FEB","1982-2-1","quilla",27
"1820",1983,"FEB","1983-2-1","quilla",27.1
"1821",1984,"FEB","1984-2-1","quilla",27.2
"1822",1985,"FEB","1985-2-1","quilla",26.5
"1823",1986,"FEB","1986-2-1","quilla",26.5
"1824",1987,"FEB","1987-2-1","quilla",27.6
"1825",1988,"FEB","1988-2-1","quilla",27.1
"1826",1989,"FEB","1989-2-1","quilla",26
"1827",1990,"FEB","1990-2-1","quilla",26.4
"1828",1991,"FEB","1991-2-1","quilla",26.8
"1829",1992,"FEB","1992-2-1","quilla",27.3
"1830",1993,"FEB","1993-2-1","quilla",27.4
"1831",1994,"FEB","1994-2-1","quilla",26.6
"1832",1995,"FEB","1995-2-1","quilla",27.3
"1833",1996,"FEB","1996-2-1","quilla",27.4
"1834",1997,"FEB","1997-2-1","quilla",27.3
"1835",1998,"FEB","1998-2-1","quilla",28.3
"1836",1999,"FEB","1999-2-1","quilla",26.3
"1837",2000,"FEB","2000-2-1","quilla",26.6
"1838",2001,"FEB","2001-2-1","quilla",25.8
"1839",2002,"FEB","2002-2-1","quilla",28
"1840",2003,"FEB","2003-2-1","quilla",28.4
"1841",2004,"FEB","2004-2-1","quilla",27.6
"1842",2005,"FEB","2005-2-1","quilla",27.5
"1843",2006,"FEB","2006-2-1","quilla",27.4
"1844",2007,"FEB","2007-2-1","quilla",27.7
"1845",2008,"FEB","2008-2-1","quilla",27
"1846",2009,"FEB","2009-2-1","quilla",26.9
"1847",2010,"FEB","2010-2-1","quilla",28.1
"1848",2011,"FEB","2011-2-1","quilla",26.3
"1849",2012,"FEB","2012-2-1","quilla",26.3
"1850",2013,"FEB","2013-2-1","quilla",27.4
"1851",2014,"FEB","2014-2-1","quilla",26.9
"1852",2015,"FEB","2015-2-1","quilla",NA
"1853",1966,"MAR","1966-3-1","quilla",NA
"1854",1967,"MAR","1967-3-1","quilla",26
"1855",1968,"MAR","1968-3-1","quilla",26.5
"1856",1969,"MAR","1969-3-1","quilla",27.7
"1857",1970,"MAR","1970-3-1","quilla",27.1
"1858",1971,"MAR","1971-3-1","quilla",26.4
"1859",1972,"MAR","1972-3-1","quilla",NA
"1860",1973,"MAR","1973-3-1","quilla",NA
"1861",1974,"MAR","1974-3-1","quilla",NA
"1862",1975,"MAR","1975-3-1","quilla",NA
"1863",1976,"MAR","1976-3-1","quilla",26
"1864",1977,"MAR","1977-3-1","quilla",26.6
"1865",1978,"MAR","1978-3-1","quilla",27.5
"1866",1979,"MAR","1979-3-1","quilla",27.7
"1867",1980,"MAR","1980-3-1","quilla",26.7
"1868",1981,"MAR","1981-3-1","quilla",28
"1869",1982,"MAR","1982-3-1","quilla",26.7
"1870",1983,"MAR","1983-3-1","quilla",28.3
"1871",1984,"MAR","1984-3-1","quilla",27.2
"1872",1985,"MAR","1985-3-1","quilla",26.6
"1873",1986,"MAR","1986-3-1","quilla",27.4
"1874",1987,"MAR","1987-3-1","quilla",28.3
"1875",1988,"MAR","1988-3-1","quilla",27.4
"1876",1989,"MAR","1989-3-1","quilla",27.1
"1877",1990,"MAR","1990-3-1","quilla",26.8
"1878",1991,"MAR","1991-3-1","quilla",27.6
"1879",1992,"MAR","1992-3-1","quilla",27.3
"1880",1993,"MAR","1993-3-1","quilla",27.7
"1881",1994,"MAR","1994-3-1","quilla",27.5
"1882",1995,"MAR","1995-3-1","quilla",27.9
"1883",1996,"MAR","1996-3-1","quilla",27.7
"1884",1997,"MAR","1997-3-1","quilla",26.5
"1885",1998,"MAR","1998-3-1","quilla",28
"1886",1999,"MAR","1999-3-1","quilla",27.4
"1887",2000,"MAR","2000-3-1","quilla",26.9
"1888",2001,"MAR","2001-3-1","quilla",26.8
"1889",2002,"MAR","2002-3-1","quilla",28.8
"1890",2003,"MAR","2003-3-1","quilla",27.7
"1891",2004,"MAR","2004-3-1","quilla",27.5
"1892",2005,"MAR","2005-3-1","quilla",28.6
"1893",2006,"MAR","2006-3-1","quilla",27.6
"1894",2007,"MAR","2007-3-1","quilla",28
"1895",2008,"MAR","2008-3-1","quilla",NA
"1896",2009,"MAR","2009-3-1","quilla",26.7
"1897",2010,"MAR","2010-3-1","quilla",29.3
"1898",2011,"MAR","2011-3-1","quilla",27
"1899",2012,"MAR","2012-3-1","quilla",NA
"1900",2013,"MAR","2013-3-1","quilla",28.1
"1901",2014,"MAR","2014-3-1","quilla",27.4
"1902",2015,"MAR","2015-3-1","quilla",NA
"1903",1966,"APR","1966-4-1","quilla",NA
"1904",1967,"APR","1967-4-1","quilla",26.8
"1905",1968,"APR","1968-4-1","quilla",27
"1906",1969,"APR","1969-4-1","quilla",27.9
"1907",1970,"APR","1970-4-1","quilla",27.5
"1908",1971,"APR","1971-4-1","quilla",27.2
"1909",1972,"APR","1972-4-1","quilla",NA
"1910",1973,"APR","1973-4-1","quilla",NA
"1911",1974,"APR","1974-4-1","quilla",NA
"1912",1975,"APR","1975-4-1","quilla",NA
"1913",1976,"APR","1976-4-1","quilla",27.1
"1914",1977,"APR","1977-4-1","quilla",27.3
"1915",1978,"APR","1978-4-1","quilla",28.1
"1916",1979,"APR","1979-4-1","quilla",27.6
"1917",1980,"APR","1980-4-1","quilla",28
"1918",1981,"APR","1981-4-1","quilla",27.5
"1919",1982,"APR","1982-4-1","quilla",27.4
"1920",1983,"APR","1983-4-1","quilla",28.2
"1921",1984,"APR","1984-4-1","quilla",27.6
"1922",1985,"APR","1985-4-1","quilla",27.1
"1923",1986,"APR","1986-4-1","quilla",27.9
"1924",1987,"APR","1987-4-1","quilla",28.9
"1925",1988,"APR","1988-4-1","quilla",28.3
"1926",1989,"APR","1989-4-1","quilla",27.2
"1927",1990,"APR","1990-4-1","quilla",27.9
"1928",1991,"APR","1991-4-1","quilla",28
"1929",1992,"APR","1992-4-1","quilla",28.2
"1930",1993,"APR","1993-4-1","quilla",28.7
"1931",1994,"APR","1994-4-1","quilla",27.8
"1932",1995,"APR","1995-4-1","quilla",28.3
"1933",1996,"APR","1996-4-1","quilla",28
"1934",1997,"APR","1997-4-1","quilla",27.7
"1935",1998,"APR","1998-4-1","quilla",28.9
"1936",1999,"APR","1999-4-1","quilla",28
"1937",2000,"APR","2000-4-1","quilla",27.6
"1938",2001,"APR","2001-4-1","quilla",27.3
"1939",2002,"APR","2002-4-1","quilla",28.7
"1940",2003,"APR","2003-4-1","quilla",28.5
"1941",2004,"APR","2004-4-1","quilla",28.2
"1942",2005,"APR","2005-4-1","quilla",29.1
"1943",2006,"APR","2006-4-1","quilla",28.3
"1944",2007,"APR","2007-4-1","quilla",28.3
"1945",2008,"APR","2008-4-1","quilla",27.8
"1946",2009,"APR","2009-4-1","quilla",27.4
"1947",2010,"APR","2010-4-1","quilla",29.2
"1948",2011,"APR","2011-4-1","quilla",27.8
"1949",2012,"APR","2012-4-1","quilla",27.8
"1950",2013,"APR","2013-4-1","quilla",28.6
"1951",2014,"APR","2014-4-1","quilla",28.2
"1952",2015,"APR","2015-4-1","quilla",NA
"1953",1966,"MAY","1966-5-1","quilla",NA
"1954",1967,"MAY","1967-5-1","quilla",27.6
"1955",1968,"MAY","1968-5-1","quilla",27.5
"1956",1969,"MAY","1969-5-1","quilla",29.2
"1957",1970,"MAY","1970-5-1","quilla",27.6
"1958",1971,"MAY","1971-5-1","quilla",NA
"1959",1972,"MAY","1972-5-1","quilla",NA
"1960",1973,"MAY","1973-5-1","quilla",NA
"1961",1974,"MAY","1974-5-1","quilla",NA
"1962",1975,"MAY","1975-5-1","quilla",NA
"1963",1976,"MAY","1976-5-1","quilla",27.9
"1964",1977,"MAY","1977-5-1","quilla",27.9
"1965",1978,"MAY","1978-5-1","quilla",28
"1966",1979,"MAY","1979-5-1","quilla",28.5
"1967",1980,"MAY","1980-5-1","quilla",28.9
"1968",1981,"MAY","1981-5-1","quilla",27.7
"1969",1982,"MAY","1982-5-1","quilla",28.1
"1970",1983,"MAY","1983-5-1","quilla",29
"1971",1984,"MAY","1984-5-1","quilla",28.1
"1972",1985,"MAY","1985-5-1","quilla",28.1
"1973",1986,"MAY","1986-5-1","quilla",28.4
"1974",1987,"MAY","1987-5-1","quilla",28.4
"1975",1988,"MAY","1988-5-1","quilla",28.8
"1976",1989,"MAY","1989-5-1","quilla",28.6
"1977",1990,"MAY","1990-5-1","quilla",28.8
"1978",1991,"MAY","1991-5-1","quilla",28.2
"1979",1992,"MAY","1992-5-1","quilla",28.9
"1980",1993,"MAY","1993-5-1","quilla",28.4
"1981",1994,"MAY","1994-5-1","quilla",28.4
"1982",1995,"MAY","1995-5-1","quilla",28.8
"1983",1996,"MAY","1996-5-1","quilla",28.1
"1984",1997,"MAY","1997-5-1","quilla",28.8
"1985",1998,"MAY","1998-5-1","quilla",29.1
"1986",1999,"MAY","1999-5-1","quilla",28.3
"1987",2000,"MAY","2000-5-1","quilla",28.3
"1988",2001,"MAY","2001-5-1","quilla",28
"1989",2002,"MAY","2002-5-1","quilla",29.2
"1990",2003,"MAY","2003-5-1","quilla",29.1
"1991",2004,"MAY","2004-5-1","quilla",28.4
"1992",2005,"MAY","2005-5-1","quilla",28.8
"1993",2006,"MAY","2006-5-1","quilla",28.8
"1994",2007,"MAY","2007-5-1","quilla",28.1
"1995",2008,"MAY","2008-5-1","quilla",28.2
"1996",2009,"MAY","2009-5-1","quilla",27.9
"1997",2010,"MAY","2010-5-1","quilla",29.1
"1998",2011,"MAY","2011-5-1","quilla",27.6
"1999",2012,"MAY","2012-5-1","quilla",28.4
"2000",2013,"MAY","2013-5-1","quilla",28.4
"2001",2014,"MAY","2014-5-1","quilla",28.6
"2002",2015,"MAY","2015-5-1","quilla",NA
"2003",1966,"JUN","1966-6-1","quilla",NA
"2004",1967,"JUN","1967-6-1","quilla",27.2
"2005",1968,"JUN","1968-6-1","quilla",27.3
"2006",1969,"JUN","1969-6-1","quilla",28.5
"2007",1970,"JUN","1970-6-1","quilla",28.5
"2008",1971,"JUN","1971-6-1","quilla",NA
"2009",1972,"JUN","1972-6-1","quilla",NA
"2010",1973,"JUN","1973-6-1","quilla",NA
"2011",1974,"JUN","1974-6-1","quilla",NA
"2012",1975,"JUN","1975-6-1","quilla",NA
"2013",1976,"JUN","1976-6-1","quilla",27.6
"2014",1977,"JUN","1977-6-1","quilla",28
"2015",1978,"JUN","1978-6-1","quilla",28.1
"2016",1979,"JUN","1979-6-1","quilla",28.1
"2017",1980,"JUN","1980-6-1","quilla",28.6
"2018",1981,"JUN","1981-6-1","quilla",27.9
"2019",1982,"JUN","1982-6-1","quilla",28.1
"2020",1983,"JUN","1983-6-1","quilla",29.1
"2021",1984,"JUN","1984-6-1","quilla",28.2
"2022",1985,"JUN","1985-6-1","quilla",28.1
"2023",1986,"JUN","1986-6-1","quilla",28.2
"2024",1987,"JUN","1987-6-1","quilla",29.4
"2025",1988,"JUN","1988-6-1","quilla",28.1
"2026",1989,"JUN","1989-6-1","quilla",28.1
"2027",1990,"JUN","1990-6-1","quilla",29.3
"2028",1991,"JUN","1991-6-1","quilla",28.7
"2029",1992,"JUN","1992-6-1","quilla",29.2
"2030",1993,"JUN","1993-6-1","quilla",29
"2031",1994,"JUN","1994-6-1","quilla",28.6
"2032",1995,"JUN","1995-6-1","quilla",28.5
"2033",1996,"JUN","1996-6-1","quilla",28.3
"2034",1997,"JUN","1997-6-1","quilla",28.7
"2035",1998,"JUN","1998-6-1","quilla",28.6
"2036",1999,"JUN","1999-6-1","quilla",28
"2037",2000,"JUN","2000-6-1","quilla",NA
"2038",2001,"JUN","2001-6-1","quilla",27.9
"2039",2002,"JUN","2002-6-1","quilla",28.8
"2040",2003,"JUN","2003-6-1","quilla",29.6
"2041",2004,"JUN","2004-6-1","quilla",28.9
"2042",2005,"JUN","2005-6-1","quilla",28.6
"2043",2006,"JUN","2006-6-1","quilla",28.5
"2044",2007,"JUN","2007-6-1","quilla",28.8
"2045",2008,"JUN","2008-6-1","quilla",28.2
"2046",2009,"JUN","2009-6-1","quilla",27.8
"2047",2010,"JUN","2010-6-1","quilla",28.3
"2048",2011,"JUN","2011-6-1","quilla",28.2
"2049",2012,"JUN","2012-6-1","quilla",28.5
"2050",2013,"JUN","2013-6-1","quilla",28.4
"2051",2014,"JUN","2014-6-1","quilla",29
"2052",2015,"JUN","2015-6-1","quilla",NA
"2053",1966,"JUL","1966-7-1","quilla",27.9
"2054",1967,"JUL","1967-7-1","quilla",27.4
"2055",1968,"JUL","1968-7-1","quilla",27.8
"2056",1969,"JUL","1969-7-1","quilla",28.6
"2057",1970,"JUL","1970-7-1","quilla",27.7
"2058",1971,"JUL","1971-7-1","quilla",NA
"2059",1972,"JUL","1972-7-1","quilla",NA
"2060",1973,"JUL","1973-7-1","quilla",NA
"2061",1974,"JUL","1974-7-1","quilla",NA
"2062",1975,"JUL","1975-7-1","quilla",NA
"2063",1976,"JUL","1976-7-1","quilla",27.9
"2064",1977,"JUL","1977-7-1","quilla",27.9
"2065",1978,"JUL","1978-7-1","quilla",28.1
"2066",1979,"JUL","1979-7-1","quilla",28.4
"2067",1980,"JUL","1980-7-1","quilla",28.4
"2068",1981,"JUL","1981-7-1","quilla",28.3
"2069",1982,"JUL","1982-7-1","quilla",27.9
"2070",1983,"JUL","1983-7-1","quilla",28.7
"2071",1984,"JUL","1984-7-1","quilla",27.3
"2072",1985,"JUL","1985-7-1","quilla",28.2
"2073",1986,"JUL","1986-7-1","quilla",28.5
"2074",1987,"JUL","1987-7-1","quilla",28.2
"2075",1988,"JUL","1988-7-1","quilla",28.2
"2076",1989,"JUL","1989-7-1","quilla",28.2
"2077",1990,"JUL","1990-7-1","quilla",29
"2078",1991,"JUL","1991-7-1","quilla",28.5
"2079",1992,"JUL","1992-7-1","quilla",28.6
"2080",1993,"JUL","1993-7-1","quilla",28.2
"2081",1994,"JUL","1994-7-1","quilla",28.1
"2082",1995,"JUL","1995-7-1","quilla",28
"2083",1996,"JUL","1996-7-1","quilla",28
"2084",1997,"JUL","1997-7-1","quilla",28.9
"2085",1998,"JUL","1998-7-1","quilla",28.4
"2086",1999,"JUL","1999-7-1","quilla",28.1
"2087",2000,"JUL","2000-7-1","quilla",28.2
"2088",2001,"JUL","2001-7-1","quilla",28.2
"2089",2002,"JUL","2002-7-1","quilla",28.1
"2090",2003,"JUL","2003-7-1","quilla",28.7
